filename,word_count,sentence_count,avg_sentence_length,pause_count,speech_rate,label
AbeBurrows_5.wav,241,21,11.476190476190476,38,3.3934254756115005,1
aileenhernandez_0.wav,147,5,29.4,10,3.127659574468085,1
aileenhernandez_5_1.wav,134,8,16.75,13,3.526315789473684,1
aileenhernandez_5_2.wav,281,14,20.071428571428573,30,3.1222222222222222,1
alanramsey_10.wav,164,9,18.22222222222222,27,2.981818181818182,1
AllanBurns_5.wav,174,9,19.333333333333332,18,1.9333216428018576,1
andrewsachs_10.wav,205,25,8.2,35,2.6623376623376624,1
andrewsachs_15.wav,253,24,10.541666666666666,49,2.811111111111111,1
annettemichelson_15.wav,171,9,19.0,28,1.9,1
antonyflew_10.wav,184,9,20.444444444444443,15,2.0444444444444443,1
antonyflew_5_1.wav,149,9,16.555555555555557,21,2.041095890410959,1
antonyflew_5_2.wav,38,1,38.0,2,1.4615384615384615,1
bbking_0.wav,28,2,14.0,3,3.111111111111111,1
bbking_10.wav,176,15,11.733333333333333,19,1.9555555555555555,1
bbking_15.wav,203,16,12.6875,35,2.6025641025641026,1
BarryCohen_5.wav,127,12,10.583333333333334,31,2.395201642218706,1
BenBradlee_15.wav,188,10,18.8,31,3.1329260292690595,1
BenBradlee_5.wav,80,3,26.666666666666668,14,2.3528093664220493,1
BillBuckner_10.wav,124,3,41.333333333333336,5,3.263048853839471,1
BillBuckner_15.wav,96,8,12.0,14,2.3410956964892415,1
BillBuckner_5.wav,65,3,21.666666666666668,9,2.240006126512483,1
BobbyWomack_0.wav,112,2,56.0,2,2.946925274394828,1
CaseyKasem_15.wav,194,2,97.0,1,3.8792822008444694,1
CaseyKasem_5.wav,33,1,33.0,6,2.998541216806501,1
CharlesBronson_10.wav,94,12,7.833333333333333,22,2.6100326395744764,1
CharlesBronson_15.wav,112,1,112.0,0,5.090321463611704,1
CharlesKKao_0.wav,121,9,13.444444444444445,9,1.7283653908442402,1
CharmianCarr_15.wav,359,25,14.36,42,3.263598688615427,1
CharmianCarr_5.wav,134,11,12.181818181818182,21,2.912859683506118,1
daningram_15.wav,140,1,140.0,0,3.0434782608695654,1
DavidMilch_10.wav,137,5,27.4,20,1.5222099494284753,1
DavidMilch_15.wav,279,13,21.46153846153846,46,3.099846921139697,1
DavidProwse_0.wav,139,7,19.857142857142858,27,3.0887083445865597,1
DavidProwse_10.wav,339,17,19.941176470588236,59,3.7663136637231283,1
DavidProwse_5.wav,267,1,267.0,0,4.68415834967029,1
DennisMoore_5.wav,401,4,100.25,3,4.454751926838091,1
DonLane_0.wav,124,9,13.777777777777779,19,3.5412603063341703,1
DonaldSterling_5.wav,103,12,8.583333333333334,21,1.7752429757079007,1
emilegriffith_5.wav,26,1,26.0,2,2.6,1
ErnieSigley_15.wav,182,12,15.166666666666666,25,3.7135020792502482,1
EstelleGetty_15.wav,33,2,16.5,5,0.0,1
EvelynKeyes_0.wav,84,9,9.333333333333334,14,2.798460106608004,1
EvelynKeyes_10.wav,146,18,8.11111111111111,27,2.3168065448903308,1
galesayers_0.wav,153,18,8.5,22,1.8433734939759037,1
galesayers_5_1.wav,118,9,13.11111111111111,36,2.6818181818181817,1
galesayers_5_2.wav,139,5,27.8,22,2.6226415094339623,1
georgeklein_5_1.wav,47,5,9.4,9,3.6153846153846154,1
georgeklein_5_2.wav,307,26,11.807692307692308,64,4.873015873015873,1
georgeklein_5_3.wav,66,5,13.2,17,4.125,1
georgerobb_10.wav,95,8,11.875,10,4.318181818181818,1
GregFingersTaylor_10.wav,257,6,42.833333333333336,8,2.8554807331831062,1
IanHolm_2.wav,226,15,15.066666666666666,28,2.511111111111111,1
ianmccaskill_15.wav,93,1,93.0,0,2.90625,1
IrisMurdoch_10.wav,296,1,296.0,0,5.101884479852918,1
IrisMurdoch_5.wav,187,1,187.0,0,4.5585250338295,1
JackHanna_10.wav,261,20,13.05,42,4.349165012915132,1
JackHanna_15.wav,138,3,46.0,20,5.304786842720017,1
JackWebster_10.wav,53,1,53.0,0,3.5315822237801964,1
JackWebster_5.wav,63,2,31.5,2,3.1497571615793793,1
JamesStewart_5.wav,92,7,13.142857142857142,12,1.95669535894933,1
JeanneLittle_10.wav,194,15,12.933333333333334,31,4.040803834404219,1
jessehelms_0.wav,364,10,36.4,72,4.044444444444444,1
jessehelms_5_1.wav,76,8,9.5,12,2.0,1
jessehelms_5_2.wav,22,2,11.0,5,2.588235294117647,1
Jessejackson_0.wav,97,8,12.125,19,2.3082925207804066,1
jimmclean_10.wav,171,1,171.0,0,1.9,1
JimNeidhart_0.wav,20,4,5.0,5,0.7998403946604759,1
JimNeidhart_10.wav,42,3,14.0,4,2.4683098966939947,1
JimNeidhart_15.wav,125,12,10.416666666666666,14,3.124107397886318,1
JimmyCalderwood_5.wav,134,1,134.0,0,9.561517053912368,1
JimmyFratianno_0.wav,228,11,20.727272727272727,40,2.279596806007101,1
JoeConley_0.wav,195,14,13.928571428571429,25,2.4374364387323233,1
johnmackey_15_1.wav,194,18,10.777777777777779,31,3.4035087719298245,1
johnmackey_15_2.wav,38,1,38.0,4,3.4545454545454546,1
JonathanMiller_5.wav,186,16,11.625,39,2.066654169891641,1
leonredbone_15.wav,91,6,15.166666666666666,11,1.8958333333333333,1
LeroneBennettJr_10.wav,223,14,15.928571428571429,28,2.423652589833095,1
maureenforrester_5.wav,222,14,15.857142857142858,43,3.8275862068965516,1
mauricehinchey_0_1.wav,283,17,16.647058823529413,35,3.1444444444444444,1
mauricehinchey_0_2.wav,30,1,30.0,2,1.875,1
mauricehinchey_5.wav,221,9,24.555555555555557,23,2.4831460674157304,1
OmarSharif_0.wav,38,3,12.666666666666666,10,2.7127566580547406,1
OmarSharif_10.wav,212,13,16.307692307692307,24,2.683109941729919,1
OtisChandler_5.wav,174,13,13.384615384615385,17,3.624287743905204,1
patpariseau_10_1.wav,277,25,11.08,47,3.077777777777778,1
patpariseau_10_2.wav,117,9,13.0,14,3.4411764705882355,1
paulhornung_0.wav,235,16,14.6875,32,2.9012345679012346,1
paulhornung_10.wav,266,19,14.0,47,2.9555555555555557,1
PaulinePhillips_10.wav,422,50,8.44,87,4.688860535990712,1
PeterFalk_10.wav,67,3,22.333333333333332,8,3.1880664652567976,1
PeterFalk_15.wav,79,7,11.285714285714286,13,3.038419139450348,1
PeterMax_10.wav,156,7,22.285714285714285,12,4.455122393472347,1
PeterMax_15.wav,72,4,18.0,10,3.5971940255220414,1
peterreveen_15.wav,98,4,24.5,10,2.45,1
ralphklein_5_1.wav,101,8,12.625,15,2.1956521739130435,1
ralphklein_5_2.wav,46,6,7.666666666666667,7,1.393939393939394,1
RayDolby_0.wav,83,3,27.666666666666668,14,1.2967059283653493,1
RayDolby_10.wav,179,11,16.272727272727273,17,1.9887044990537537,1
RayGalton_5.wav,224,16,14.0,24,3.1544097360595935,1
RichardGwyn_0.wav,142,7,20.285714285714285,21,3.3021653750912257,1
RichardGwyn_5.wav,503,31,16.225806451612904,84,3.1048669972582585,1
RobertAnderson_10.wav,319,27,11.814814814814815,61,3.5444230118034055,1
RobinWilliams_0.wav,269,17,15.823529411764707,52,3.1276628729076674,1
RonaldReagan_10.wav,186,7,26.571428571428573,23,2.066466736400409,1
RonaldReagan_5.wav,244,11,22.181818181818183,20,2.7106248513746083,1
ronano_rahilly_15_1.wav,214,3,71.33333333333333,11,2.4318181818181817,1
ronano_rahilly_15_2.wav,77,3,25.666666666666668,7,3.2083333333333335,1
RossMacDonald_10.wav,184,12,15.333333333333334,23,1.9568576836037204,1
SparkyAnderson_0.wav,155,14,11.071428571428571,29,2.8701630687629853,1
StanBowles_5.wav,64,8,8.0,8,2.460765850596359,1
StellaStevens_15.wav,104,6,17.333333333333332,17,3.354760184093416,1
SteveLawrence_15.wav,355,22,16.136363636363637,84,3.4803612079391053,1
TedTurner_0.wav,28,3,9.333333333333334,3,1.7480973090513727,1
TedTurner_5.wav,80,2,40.0,9,2.161860082062444,1
TeresaGorman_10.wav,112,1,112.0,0,6.990014265335236,1
terryjones_5.wav,135,8,16.875,19,3.0681818181818183,1
TerryPratchett_0.wav,167,10,16.7,29,2.0872680813242974,1
TerryPratchett_5.wav,223,1,223.0,0,3.483372839163336,1
thomasdorsey_0.wav,43,2,21.5,3,2.388888888888889,1
TimConway_10.wav,276,11,25.09090909090909,10,3.0666481230650153,1
TimConway_5.wav,108,9,12.0,14,2.5103094087585704,1
TonyBennett_0.wav,70,8,8.75,15,2.5918263854139028,1
TonyBennett_15.wav,223,17,13.117647058823529,30,2.5929083982990786,1
TonyParkes_10.wav,180,1,180.0,0,3.7485266561895547,1
TonyParkes_5.wav,265,1,265.0,0,8.027611163163867,1
TrevorPeacock_5.wav,82,5,16.4,10,2.4106521466683377,1
UnitaBlackwell_15.wav,204,1,204.0,0,2.2666529605263155,1
Vampiro_0.wav,299,15,19.933333333333334,35,2.98997288006458,1
Vampiro_5.wav,111,3,37.0,7,2.8451943643634334,1
vivnicholson_5.wav,345,2,172.5,1,3.8333333333333335,1
woodydurham_0_2.wav,345,17,20.294117647058822,50,3.8333333333333335,1
AlPacino_1.wav,272,2,136.0,1,9.714285714285714,0
